School,Type,Street Address,Zip Code,option_alt,latitude,longitude,geocode
Emerson,elementary school,9709 60th Ave S ,98118,N/A,-122.2582612,47.51482458,"{'address': '9709 60th Ave S, Seattle, Washington, 98118', 'location': {'x': -122.2582611605976, 'y': 47.51482458090484}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '9709 60th Ave S, Seattle, Washington, 98118', 'LongLabel': '9709 60th Ave S, Seattle, WA, 98118, USA', 'ShortLabel': '9709 60th Ave S', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '9709 60th Ave S, Seattle, Washington, 98118', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '9709', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '60th', 'StType': 'Ave', 'StDir': 'S', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '9709 60th Ave S', 'Block': '', 'Sector': '', 'Nbrhd': 'Rainier Beach', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98118', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.2582611605976, 'Y': 47.51482458090484, 'DisplayX': -122.2586505, 'DisplayY': 47.514825, 'Xmin': -122.2596505, 'Xmax': -122.2576505, 'Ymin': 47.513825000000004, 'Ymax': 47.515825, 'ExInfo': ''}, 'extent': {'xmin': -122.2596505, 'ymin': 47.513825000000004, 'xmax': -122.2576505, 'ymax': 47.515825}}"
Fairmount Park,elementary school,3800 SW Findlay St ,98126,N/A,-122.3803233,47.55203352,"{'address': '3800 SW Findlay St, Seattle, Washington, 98126', 'location': {'x': -122.38032328129148, 'y': 47.55203351990839}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '3800 SW Findlay St, Seattle, Washington, 98126', 'LongLabel': '3800 SW Findlay St, Seattle, WA, 98126, USA', 'ShortLabel': '3800 SW Findlay St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '3800 SW Findlay St, Seattle, Washington, 98126', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '3800', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'SW', 'StPreType': '', 'StName': 'Findlay', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '3800 SW Findlay St', 'Block': '', 'Sector': '', 'Nbrhd': 'Fairmount Park', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98126', 'PostalExt': '2845', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.38032328129148, 'Y': 47.55203351990839, 'DisplayX': -122.3803035, 'DisplayY': 47.552706, 'Xmin': -122.38230349999999, 'Xmax': -122.3783035, 'Ymin': 47.550706, 'Ymax': 47.554706, 'ExInfo': ''}, 'extent': {'xmin': -122.38230349999999, 'ymin': 47.550706, 'xmax': -122.3783035, 'ymax': 47.554706}}"
Gatewood,elementary school,4320 SW Myrtle St ,98136,N/A,-122.3884952,47.53989746,"{'address': '4320 SW Myrtle St, Seattle, Washington, 98136', 'location': {'x': -122.38849517638063, 'y': 47.539897457152534}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '4320 SW Myrtle St, Seattle, Washington, 98136', 'LongLabel': '4320 SW Myrtle St, Seattle, WA, 98136, USA', 'ShortLabel': '4320 SW Myrtle St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '4320 SW Myrtle St, Seattle, Washington, 98136', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '4320', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': 'SW', 'StPreType': '', 'StName': 'Myrtle', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '4320 SW Myrtle St', 'Block': '', 'Sector': '', 'Nbrhd': 'Gatewood', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98136', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.38849517638063, 'Y': 47.539897457152534, 'DisplayX': -122.3884935, 'DisplayY': 47.540250000000015, 'Xmin': -122.3894935, 'Xmax': -122.38749349999999, 'Ymin': 47.53925000000002, 'Ymax': 47.54125000000001, 'ExInfo': ''}, 'extent': {'xmin': -122.3894935, 'ymin': 47.53925000000002, 'xmax': -122.38749349999999, 'ymax': 47.54125000000001}}"
Bailey Gatzert,elementary school,1301 E Yesler Way ,98122,N/A,-122.3156025,47.6016675,"{'address': '1301 E Yesler Way, Seattle, Washington, 98122', 'location': {'x': -122.3156025, 'y': 47.60166750230861}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '1301 E Yesler Way, Seattle, Washington, 98122', 'LongLabel': '1301 E Yesler Way, Seattle, WA, 98122, USA', 'ShortLabel': '1301 E Yesler Way', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '1301 E Yesler Way, Seattle, Washington, 98122', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '1301', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'E', 'StPreType': '', 'StName': 'Yesler', 'StType': 'Way', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '1301 E Yesler Way', 'Block': '', 'Sector': '', 'Nbrhd': 'Atlantic', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98122', 'PostalExt': '5430', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.3156025, 'Y': 47.60166750230861, 'DisplayX': -122.3156025, 'DisplayY': 47.601135, 'Xmin': -122.3166025, 'Xmax': -122.31460249999999, 'Ymin': 47.600135, 'Ymax': 47.602135, 'ExInfo': ''}, 'extent': {'xmin': -122.3166025, 'ymin': 47.600135, 'xmax': -122.31460249999999, 'ymax': 47.602135}}"
Genesee Hill,elementary school,5013 SW Dakota StÌ_,98116,N/A,-122.3963744,47.56656695,"{'address': '5013 SW Dakota St, Seattle, Washington, 98116', 'location': {'x': -122.39637440269289, 'y': 47.56656695460878}, 'score': 97.52, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 97.52, 'Match_addr': '5013 SW Dakota St, Seattle, Washington, 98116', 'LongLabel': '5013 SW Dakota St, Seattle, WA, 98116, USA', 'ShortLabel': '5013 SW Dakota St', 'Addr_type': 'StreetAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '5013 SW Dakota St, Seattle, Washington, 98116', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '5013', 'AddNumFrom': '5001', 'AddNumTo': '5099', 'AddRange': '5001-5099', 'Side': 'L', 'StPreDir': 'SW', 'StPreType': '', 'StName': 'Dakota', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '5013 SW Dakota St', 'Block': '', 'Sector': '', 'Nbrhd': 'Genesee', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98116', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.39637440269289, 'Y': 47.56656695460878, 'DisplayX': -122.39637440269289, 'DisplayY': 47.56656695460878, 'Xmin': -122.39737440269289, 'Xmax': -122.39537440269288, 'Ymin': 47.565566954608784, 'Ymax': 47.56756695460878, 'ExInfo': 'STAE'}, 'extent': {'xmin': -122.39737440269289, 'ymin': 47.565566954608784, 'xmax': -122.39537440269288, 'ymax': 47.56756695460878}}"
Graham Hill,elementary school,5149 S Graham St ,98118,N/A,-122.2685503,47.54602749,"{'address': '5149 S Graham St, Seattle, Washington, 98118', 'location': {'x': -122.26855033236194, 'y': 47.546027488458805}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '5149 S Graham St, Seattle, Washington, 98118', 'LongLabel': '5149 S Graham St, Seattle, WA, 98118, USA', 'ShortLabel': '5149 S Graham St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '5149 S Graham St, Seattle, Washington, 98118', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '5149', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'S', 'StPreType': '', 'StName': 'Graham', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '5149 S Graham St', 'Block': '', 'Sector': '', 'Nbrhd': 'Seward Park', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98118', 'PostalExt': '2938', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.26855033236194, 'Y': 47.546027488458805, 'DisplayX': -122.2685505, 'DisplayY': 47.545784999999995, 'Xmin': -122.26955050000001, 'Xmax': -122.2675505, 'Ymin': 47.544785, 'Ymax': 47.54678499999999, 'ExInfo': ''}, 'extent': {'xmin': -122.26955050000001, 'ymin': 47.544785, 'xmax': -122.2675505, 'ymax': 47.54678499999999}}"
Green Lake,elementary school,2400 N 65th St ,98103,N/A,-122.3289098,47.67597551,"{'address': '2400 N 65th St, Seattle, Washington, 98103', 'location': {'x': -122.32890980682672, 'y': 47.67597550822296}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '2400 N 65th St, Seattle, Washington, 98103', 'LongLabel': '2400 N 65th St, Seattle, WA, 98103, USA', 'ShortLabel': '2400 N 65th St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '2400 N 65th St, Seattle, Washington, 98103', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '2400', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'N', 'StPreType': '', 'StName': '65th', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '2400 N 65th St', 'Block': '', 'Sector': '', 'Nbrhd': 'Green Lake', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98103', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.32890980682672, 'Y': 47.67597550822296, 'DisplayX': -122.3289, 'DisplayY': 47.67634799999999, 'Xmin': -122.32990000000001, 'Xmax': -122.3279, 'Ymin': 47.67534799999999, 'Ymax': 47.67734799999999, 'ExInfo': ''}, 'extent': {'xmin': -122.32990000000001, 'ymin': 47.67534799999999, 'xmax': -122.3279, 'ymax': 47.67734799999999}}"
Greenwood,elementary school,144 NW 80th St ,98117,N/A,-122.359311,47.68697952,"{'address': '144 NW 80th St, Seattle, Washington, 98117', 'location': {'x': -122.35931099999999, 'y': 47.68697952264971}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '144 NW 80th St, Seattle, Washington, 98117', 'LongLabel': '144 NW 80th St, Seattle, WA, 98117, USA', 'ShortLabel': '144 NW 80th St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '144 NW 80th St, Seattle, Washington, 98117', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '144', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': 'NW', 'StPreType': '', 'StName': '80th', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '144 NW 80th St', 'Block': '', 'Sector': '', 'Nbrhd': 'Greenwood', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98117', 'PostalExt': '3052', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.35931099999999, 'Y': 47.68697952264971, 'DisplayX': -122.35931099999999, 'DisplayY': 47.687292000000014, 'Xmin': -122.360311, 'Xmax': -122.35831099999999, 'Ymin': 47.686292000000016, 'Ymax': 47.68829200000001, 'ExInfo': ''}, 'extent': {'xmin': -122.360311, 'ymin': 47.686292000000016, 'xmax': -122.35831099999999, 'ymax': 47.68829200000001}}"
Hawthorne,elementary school,4100 39th Ave S ,98118,N/A,-122.2838918,47.5658907,"{'address': '4100 39th Ave S, Seattle, Washington, 98118', 'location': {'x': -122.28389178443682, 'y': 47.56589069608748}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '4100 39th Ave S, Seattle, Washington, 98118', 'LongLabel': '4100 39th Ave S, Seattle, WA, 98118, USA', 'ShortLabel': '4100 39th Ave S', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '4100 39th Ave S, Seattle, Washington, 98118', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '4100', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '39th', 'StType': 'Ave', 'StDir': 'S', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '4100 39th Ave S', 'Block': '', 'Sector': '', 'Nbrhd': 'Mt. Baker', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98118', 'PostalExt': '1320', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.28389178443682, 'Y': 47.56589069608748, 'DisplayX': -122.2833825, 'DisplayY': 47.5659, 'Xmin': -122.2853825, 'Xmax': -122.2813825, 'Ymin': 47.5639, 'Ymax': 47.5679, 'ExInfo': ''}, 'extent': {'xmin': -122.2853825, 'ymin': 47.5639, 'xmax': -122.2813825, 'ymax': 47.5679}}"
John Hay,elementary school,201 Garfield St ,98109,N/A,-122.3517913,47.63311447,"{'address': '201 Garfield St, Seattle, Washington, 98109', 'location': {'x': -122.35179133236193, 'y': 47.6331144740321}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '201 Garfield St, Seattle, Washington, 98109', 'LongLabel': '201 Garfield St, Seattle, WA, 98109, USA', 'ShortLabel': '201 Garfield St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '201 Garfield St, Seattle, Washington, 98109', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '201', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': 'Garfield', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '201 Garfield St', 'Block': '', 'Sector': '', 'Nbrhd': 'East Queen Anne', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98109', 'PostalExt': '3177', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.35179133236193, 'Y': 47.6331144740321, 'DisplayX': -122.35179149999999, 'DisplayY': 47.63293200000001, 'Xmin': -122.3527915, 'Xmax': -122.35079149999999, 'Ymin': 47.63193200000001, 'Ymax': 47.63393200000001, 'ExInfo': ''}, 'extent': {'xmin': -122.3527915, 'ymin': 47.63193200000001, 'xmax': -122.35079149999999, 'ymax': 47.63393200000001}}"
Highland Park,elementary school,1012 SW Trenton St ,98106,N/A,-122.3484802,47.52466251,"{'address': '1012 SW Trenton St, Seattle, Washington, 98106', 'location': {'x': -122.34848022300767, 'y': 47.52466250879988}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '1012 SW Trenton St, Seattle, Washington, 98106', 'LongLabel': '1012 SW Trenton St, Seattle, WA, 98106, USA', 'ShortLabel': '1012 SW Trenton St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '1012 SW Trenton St, Seattle, Washington, 98106', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '1012', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'SW', 'StPreType': '', 'StName': 'Trenton', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '1012 SW Trenton St', 'Block': '', 'Sector': '', 'Nbrhd': 'Highland Park', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98106', 'PostalExt': '2421', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.34848022300767, 'Y': 47.52466250879988, 'DisplayX': -122.34847049999999, 'DisplayY': 47.52526499999999, 'Xmin': -122.35047049999999, 'Xmax': -122.3464705, 'Ymin': 47.52326499999999, 'Ymax': 47.52726499999999, 'ExInfo': ''}, 'extent': {'xmin': -122.35047049999999, 'ymin': 47.52326499999999, 'xmax': -122.3464705, 'ymax': 47.52726499999999}}"
Kimball,elementary school,3200 23rd Ave S ,98144,N/A,-122.3033233,47.57405372,"{'address': '3200 23rd Ave S, Seattle, Washington, 98144', 'location': {'x': -122.30332334329755, 'y': 47.57405371717931}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '3200 23rd Ave S, Seattle, Washington, 98144', 'LongLabel': '3200 23rd Ave S, Seattle, WA, 98144, USA', 'ShortLabel': '3200 23rd Ave S', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '3200 23rd Ave S, Seattle, Washington, 98144', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '3200', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '23rd', 'StType': 'Ave', 'StDir': 'S', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '3200 23rd Ave S', 'Block': '', 'Sector': '', 'Nbrhd': 'North Beacon Hill', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98144', 'PostalExt': '6432', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.30332334329755, 'Y': 47.57405371717931, 'DisplayX': -122.303034, 'DisplayY': 47.57404500000001, 'Xmin': -122.304034, 'Xmax': -122.30203399999999, 'Ymin': 47.573045000000015, 'Ymax': 47.57504500000001, 'ExInfo': ''}, 'extent': {'xmin': -122.304034, 'ymin': 47.573045000000015, 'xmax': -122.30203399999999, 'ymax': 47.57504500000001}}"
"Martin Luther King, Jr.",elementary school,6725 45th Ave S ,98118,N/A,-122.2765222,47.54174383,"{'address': '6725 45th Ave S, Seattle, Washington, 98118', 'location': {'x': -122.2765221605976, 'y': 47.54174383236193}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '6725 45th Ave S, Seattle, Washington, 98118', 'LongLabel': '6725 45th Ave S, Seattle, WA, 98118, USA', 'ShortLabel': '6725 45th Ave S', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '6725 45th Ave S, Seattle, Washington, 98118', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '6725', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '45th', 'StType': 'Ave', 'StDir': 'S', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '6725 45th Ave S', 'Block': '', 'Sector': '', 'Nbrhd': 'Brighton', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98118', 'PostalExt': '3603', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.2765221605976, 'Y': 47.54174383236193, 'DisplayX': -122.2769115, 'DisplayY': 47.541743999999994, 'Xmin': -122.2779115, 'Xmax': -122.27591149999999, 'Ymin': 47.540744, 'Ymax': 47.54274399999999, 'ExInfo': ''}, 'extent': {'xmin': -122.2779115, 'ymin': 47.540744, 'xmax': -122.27591149999999, 'ymax': 47.54274399999999}}"
Lafayette,elementary school,2645 California Ave SW ,98116,N/A,-122.3866447,47.57988679,"{'address': '2645 California Ave SW, Seattle, Washington, 98116', 'location': {'x': -122.38664466781094, 'y': 47.579886785734885}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '2645 California Ave SW, Seattle, Washington, 98116', 'LongLabel': '2645 California Ave SW, Seattle, WA, 98116, USA', 'ShortLabel': '2645 California Ave SW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '2645 California Ave SW, Seattle, Washington, 98116', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '2645', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': 'California', 'StType': 'Ave', 'StDir': 'SW', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '2645 California Ave SW', 'Block': '', 'Sector': '', 'Nbrhd': 'North Admiral', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98116', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.38664466781094, 'Y': 47.579886785734885, 'DisplayX': -122.38700399999999, 'DisplayY': 47.57989499999999, 'Xmin': -122.388004, 'Xmax': -122.38600399999999, 'Ymin': 47.578894999999996, 'Ymax': 47.58089499999999, 'ExInfo': ''}, 'extent': {'xmin': -122.388004, 'ymin': 47.578894999999996, 'xmax': -122.38600399999999, 'ymax': 47.58089499999999}}"
Laurelhurst,elementary school,4530 46th Ave NE ,98105,N/A,-122.2783222,47.66218217,"{'address': '4530 46th Ave NE, Seattle, Washington, 98105', 'location': {'x': -122.27832219340442, 'y': 47.662182167638065}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '4530 46th Ave NE, Seattle, Washington, 98105', 'LongLabel': '4530 46th Ave NE, Seattle, WA, 98105, USA', 'ShortLabel': '4530 46th Ave NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '4530 46th Ave NE, Seattle, Washington, 98105', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '4530', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '46th', 'StType': 'Ave', 'StDir': 'NE', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '4530 46th Ave NE', 'Block': '', 'Sector': '', 'Nbrhd': 'Laurelhurst', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98105', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.27832219340442, 'Y': 47.662182167638065, 'DisplayX': -122.27784299999999, 'DisplayY': 47.662182, 'Xmin': -122.27984299999999, 'Xmax': -122.275843, 'Ymin': 47.660182, 'Ymax': 47.664182000000004, 'ExInfo': ''}, 'extent': {'xmin': -122.27984299999999, 'ymin': 47.660182, 'xmax': -122.275843, 'ymax': 47.664182000000004}}"
